episode,final_balance,cum_reward
1203,1006.00,6.00
1204,1023.00,23.00
1205,1017.00,17.00
1206,1007.00,7.00
1207,998.00,-2.00
1208,970.00,-30.00
1209,1013.00,13.00
1210,1009.00,9.00
1211,1032.00,32.00
1212,1024.00,24.00
1213,1031.00,31.00
1214,1008.00,8.00
1215,1021.00,21.00
1216,1002.00,2.00
1217,1000.00,0.00
1218,1026.00,26.00
1219,994.00,-6.00
1220,1022.00,22.00
1221,1006.00,6.00
1222,1014.00,14.00
1223,1022.00,22.00
1224,1026.00,26.00
1225,1013.00,13.00
1226,1023.00,23.00
1227,1031.00,31.00
1228,1003.00,3.00
1229,1026.00,26.00
1230,1032.00,32.00
1231,1018.00,18.00
1232,1034.00,34.00
1233,1010.00,10.00
1234,1021.00,21.00
1235,1029.00,29.00
1236,1016.00,16.00
1237,1014.00,14.00
1238,1001.00,1.00
1239,997.00,-3.00
1240,1032.00,32.00
1241,1010.00,10.00
